Name,Pos,Org,Top 100,Org Rk,Age,Hit,Pitch Sel,Bat Ctrl,Con Style,Game Pwr,Raw Pwr,Spd,Fld,Versa,Hard Hit%,FV,PlayerId
"Nate Furman","2B","SFG",,16,"23.6333333","55 / 60",60,60,"Oppo","30 / 30","30 / 30","60 / 60","30 / 40","2B/LF",0.38,"40","sa3020763"
"Brady Basso","SP","ATH",,16,"27.425","",,,,"","","","",,,"40","25582"
"Joswa Lugo","SS","LAA",,16,"18.1305555","20 / 40",40,40,"Pull","20 / 55","40 / 60","60 / 60","40 / 50",,0.43,"40","sa3023894"
"Nick Montgomery","C","ATL",,16,"19.3444444","20 / 40",40,40,"Pull","20 / 50","45 / 60","40 / 40","35 / 60",,,"40","sa3066457"
"Seth Johnson","SIRP","PHI",,16,"26.4777777","",,,,"","","","",,,"40","26020"
"Jake Miller","MIRP","DET",,16,"23.7055555","",,,,"","","","",,,"40","sa3020408"
"Ian Seymour","MIRP","TBR",,17,"26.2444444","",,,,"","","","",,,"45","sa3014512"
"Connor Prielipp","SIRP","MIN",,0,"24.1694444","",,,,"","","","",,,"40+","sa3020808"
"Ruben Castillo","CF","NYY",,17,"17.1861111","20 / 40",,40,,"20 / 50","40 / 55","60 / 60","40 / 50",,,"40+",
"Cole Carrigg","CF","COL",,17,"22.8416666","30 / 40",45,40,"Pull","30 / 45","40 / 45","55 / 55","45 / 50","SS/OF",0.33,"40+","sa3022596"
"Jonathon Long","1B","CHC",,17,"23.1416666","30 / 40",50,40,"InsideOut","30 / 55","60 / 60","40 / 40","30 / 40","1B/LF",0.48,"40","sa3022864"
"Yu-Min Lin","SP","ARI",,17,"21.6638888","",,,,"","","","",,,"40","sa3019278"
"Wade Meckler","CF","SFG",,17,"24.8888888","50 / 55",60,60,"Oppo","30 / 35","30 / 35","50 / 50","40 / 40","OF",0.29,"40","31490"
"Will Johnston","SP","ATH",,17,"24.2472222","",,,,"","","","",,,"40","sa3022940"
"Gabriel Davalillo","C","LAA",,17,"17.3472222","20 / 30",,30,,"20 / 50","45 / 60","30 / 30","40 / 50",,,"40",
"Luke Sinnard","SP","ATL",,17,"22.3888888","",,,,"","","","",,,"40","sa3042362"
"Petey Halpin","CF","CLE",,0,"22.7916666","35 / 55",45,60,"InsideOut","30 / 40","35 / 40","60 / 60","40 / 50","OF",0.37,"40","sa3014461"
"Christian McGowan","SIRP","PHI",,17,"25.0111111","",,,,"","","","",,,"40","sa3017896"
"Ethan Schiefelbein","SP","DET",,17,"18.9166666","",,,,"","","","",,,"40","sa3066595"
"Carlos Lagrange","SIRP","NYY",,18,"21.7944444","",,,,"","","","",,,"40+","sa3019390"
"Ty Johnson","SP","TBR",,18,"23.4611111","",,,,"","","","",,,"40+","sa3023410"
"Michael Kennedy","SP","CLE",,0,"20.2805555","",,,,"","","","",,,"40+","sa3021728"
"Kelvin Hidalgo","SS","COL",,18,"20.0277777","20 / 30",50,30,"Oppo","25 / 50","45 / 60","50 / 50","30 / 50",,0.42,"40+","sa3018472"
"Hunter Dobbins","SP","BOS",,0,"25.5305555","",,,,"","","","",,,"40+","sa3018275"
"Cole Mathis","1B","CHC",,18,"21.6277777","35 / 55",50,55,"GapToGap","35 / 45","50 / 55","50 / 45","40 / 55",,,"40",
"Yassel Soler","3B","ARI",,18,"19.125","25 / 50",30,60,"GapToGap","25 / 50","50 / 60","40 / 40","30 / 40","1B/3B",0.33,"40","sa3022281"
"Charlie Szykowny","3B","SFG",,18,"24.6972222","40 / 50",30,55,"PoleToPole","40 / 45","45 / 45","40 / 40","30 / 40","1B/3B",0.32,"40","sa3022689"
"Cole Miller","SP","ATH",,18,"19.8583333","",,,,"","","","",,,"40",
"Garrett McDaniels","SIRP","LAA",,18,"25.2388888","",,,,"","","","",,,"40","sa3020619"
"Carter Holton","SP","ATL",,18,"22.5194444","",,,,"","","","",,,"40","sa3025599"
"Andrew Baker","SIRP","PHI",,18,"24.9638888","",,,,"","","","",,,"40","sa3017196"
"Ty Madden","SP","DET",,18,"25.0555555","",,,,"","","","",,,"40","30140"
"Ryan Bergert","SIRP","SDP",,0,"25.0083333","",,,,"","","","",,,"40","sa3017418"
"Adrian Santana","SS","TBR",,19,"19.6472222","20 / 45",40,50,"GapToGap","20 / 45","30 / 45","60 / 60","40 / 55","2B/SS",0.17,"40+","sa3022890"
"Ashly Andujar","SS","COL",,19,"17.6166666","25 / 55",40,55,"SlashAndDash","20 / 45","20 / 40","60 / 60","45 / 55",,0.15,"40+","sa3023890"
"Brody McCullough","SP","CHC",,19,"24.6972222","",,,,"","","","",,,"40","sa3020599"
"Dylan Ray","SP","ARI",,19,"23.8388888","",,,,"","","","",,,"40","sa3020392"
"Jack Choate","MIRP","SFG",,19,"23.8972222","",,,,"","","","",,,"40","sa3020407"
"Ryan Lasko","CF","ATH",,19,"22.7138888","20 / 30",45,40,"PoleToPole","30 / 40","50 / 55","60 / 60","50 / 55","OF",0.36,"40","sa3022539"
"Mitch Farris","SP","LAA",,19,"24.075","",,,,"","","","",,,"40","sa3022912"
"J.C. Escarra","C","NYY",,19,"29.8805555","50 / 50",50,50,"Pull","30 / 30","40 / 40","30 / 30","60 / 60","C/1B/3B/LF",0.44,"40","sa738605"
"Davis Polo","SP","ATL",,19,"20.3722222","",,,,"","","","",,,"40","sa3019637"
"Josh Hartle","SP","CLE",,0,"21.9638888","",,,,"","","","",,,"40","sa3025623"
"Wen-Hui Pan","SIRP","PHI",,19,"22.4777777","",,,,"","","","",,,"40","sa3020878"
"Yosber Sanchez","SIRP","DET",,19,"23.8027777","",,,,"","","","",,,"40","sa3011636"
"Jhostynxon Garcia","RF","BOS",,0,"22.25","30 / 35",30,40,"PoleToPole","30 / 60","55 / 65","55 / 50","30 / 55","OF",0.38,"45+","sa3015523"
"Aidan Smith","CF","TBR",,20,"20.6333333","30 / 40",50,40,"InsideOut","30 / 45","45 / 55","60 / 60","30 / 45","OF",0.36,"40+","sa3022611"
"Gage Workman","3B","CHC",,20,"25.3805555","20 / 20",30,40,"PoleToPole","30 / 40","50 / 55","55 / 55","60 / 70","3B/SS",0.44,"40","sa3014441"
"Spencer Giesting","MIRP","ARI",,20,"23.6916666","",,,,"","","","",,,"40","sa3020402"
"Carlos Pacheco","CF","ATH",,20,"20.3611111","25 / 55",50,50,"Pull","20 / 40","35 / 45","60 / 60","40 / 50","OF",0.23,"40","sa3018455"
"Capri Ortiz","SS","LAA",,20,"19.9444444","20 / 35",55,35,"GapToGap","20 / 30","30 / 40","70 / 70","45 / 60",,0.16,"40","sa3018473"
"Rafael Flores","C","NYY",,20,"24.3444444","30 / 30",40,30,"PoleToPole","30 / 45","55 / 60","40 / 40","40 / 40","C/1B",0.54,"40","sa3020243"
"Ethan Bagwell","SP","ATL",,20,"19.0472222","",,,,"","","","",,,"40","sa3025661"
"Drew Romo","C","COL",,20,"23.5333333","40 / 50",30,60,"Pull","30 / 30","40 / 40","40 / 40","50 / 50",,0.27,"40","27763"
"Kelvis Salcedo","SP","DET",,20,"19.1333333","",,,,"","","","",,,"40","sa3021531"
"Dakota Jordan","CF","SFG",,20,"21.8388888","20 / 30",45,30,"Oppo","30 / 50","60 / 70","70 / 70","30 / 50","LF/RF",,"35+","sa3025601"
"Devin Saltiban","CF","PHI",,20,"20.075","20 / 30",50,30,"Pull","25 / 55","45 / 55","60 / 60","20 / 45",,0.35,"35+","sa3022827"
"Jose Urbina","SP","TBR",,21,"19.3583333","",,,,"","","","",,,"40+","sa3022218"
"Yahil Melendez","SS","CHC",,21,"19.5166666","20 / 50",40,40,"Pull","20 / 45","30 / 50","50 / 40","40 / 45","3B/SS",0.47,"40","sa3022692"
"Will Klein","SIRP","SEA",,0,"25.2861111","",,,,"","","","",,,"40","27787"
"Jorge Barrosa","CF","ARI",,21,"24.0666666","55 / 60",40,60,"GapToGap","30 / 30","30 / 30","55 / 55","50 / 50","OF",0.31,"40","23968"
"Shane Smith","SIRP","CHW",,0,"24.9361111","",,,,"","","","",,,"40","sa3020469"
"Jack Perkins","SIRP","ATH",,21,"25.2083333","",,,,"","","","",,,"40","sa3020076"
"Michael Darrell-Hicks","SIRP","LAA",,21,"27.3277777","",,,,"","","","",,,"40","sa3020438"
"Everson Pereira","CF","NYY",,21,"23.9194444","30 / 30",50,30,"Oppo","40 / 50","60 / 60","60 / 50","40 / 45","OF",0.42,"40","23695"
"Luis Arestigueta","SP","ATL",,21,"19.4083333","",,,,"","","","",,,"40","sa3021521"
"Jaden Hill","SIRP","COL",,21,"25.2194444","",,,,"","","","",,,"40","30250"
"Joseph Montalvo","SP","DET",,21,"22.8527777","",,,,"","","","",,,"40","sa3018802"
"Henry Baez","SP","SDP",,0,"22.4138888","",,,,"","","","",,,"35+","sa3016584"
"Bo Davidson","CF","SFG",,21,"22.6833333","20 / 30",50,30,"Oppo","30 / 45","50 / 60","50 / 50","30 / 45","OF",0.55,"35+","sa3022706"
"Enrique Segura","SP","PHI",,21,"20.2277777","",,,,"","","","",,,"35+","sa3019147"
"Trevor Harrison","SP","TBR",,22,"19.5916666","",,,,"","","","",,,"40+","sa3023629"
"Benjamin Cowles","SS","CHC",,22,"25.0722222","30 / 40",45,40,"PoleToPole","40 / 45","45 / 50","50 / 50","45 / 50","2B/3B/SS",0.38,"40","sa3016976"
"Tim Tawa","1B","ARI",,22,"25.9277777","30 / 35",40,40,"Pull","45 / 50","55 / 55","40 / 40","40 / 40","1B/2B/LF/RF",0.48,"40","sa3016970"
"Anthony Maldonado","SIRP","ATH",,22,"26.6527777","",,,,"","","","",,,"40","26034"
"Jose Fermin","SIRP","LAA",,22,"23.2861111","",,,,"","","","",,,"40","sa3023455"
"Brock Selvidge","SP","NYY",,22,"22.5361111","",,,,"","","","",,,"40","sa3017950"
"John Gil","SS","ATL",,22,"18.825","20 / 40",60,40,"GapToGap","20 / 45","45 / 50","60 / 60","45 / 55","2B/SS",0.35,"40","sa3021284"
"Mike Sirota","CF","LAD",,0,"21.7361111","30 / 40",60,40,,"35 / 50","50 / 55","60 / 60","40 / 50",,,"40",
"Andy Perez","SS","COL",,22,"20.7722222","35 / 50",30,60,"Oppo","30 / 45","35 / 50","50 / 50","40 / 50","2B/SS/3B",0.26,"40","sa3015857"
"Max Anderson","2B","DET",,22,"23.0305555","30 / 35",35,40,"Oppo","30 / 50","55 / 60","50 / 50","40 / 50",,0.45,"40","sa3022567"
"Robert Hassell III","CF","WSN",,0,"23.5722222","40 / 45",50,55,"Oppo","30 / 40","40 / 45","55 / 55","45 / 50","OF",0.34,"35+","sa3014701"
"Jose Bello","SP","SFG",,22,"19.7833333","",,,,"","","","",,,"35+","sa3021530"
"Mavis Graves","SP","PHI",,22,"21.3083333","",,,,"","","","",,,"35+","sa3021472"
"Keyner Benitez","SP","MIA",,0,"18.8","",,,,"","","","",,,"45","sa3021795"
"Dylan Lesko","SP","TBR",,23,"21.5111111","",,,,"","","","",,,"40+","sa3020677"
"Juan Cabada","SS","CHC",,23,"16.8638888","25 / 55",,55,,"20 / 45","35 / 45","55 / 55","40 / 45",,,"40",
"Pedro Catuy","CF","ARI",,23,"19.1055555","20 / 35",40,40,"GapToGap","20 / 50","40 / 60","60 / 60","45 / 60","OF",,"40","sa3021061"
"Daniel Susac","C","ATH",,23,"23.825","30 / 35",20,40,"InsideOut","35 / 45","45 / 55","30 / 30","40 / 50",,0.37,"40","sa3019997"
"Camden Minacci","SIRP","LAA",,23,"23.1583333","",,,,"","","","",,,"40","sa3022728"
"Roc Riggio","2B","NYY",,23,"22.75","30 / 40",50,40,"PoleToPole","35 / 45","50 / 55","50 / 50","45 / 60",,0.37,"40","sa3022750"
"Anderson Pilar","SIRP","ATL",,23,"27.025","",,,,"","","","",,,"40","sa917899"
"Jared Thomas","LF","COL",,23,"21.6944444","30 / 40",50,40,"GapToGap","35 / 50","50 / 60","50 / 50","30 / 40",,,"40","sa3025252"
"John Peck","SS","DET",,23,"22.6472222","30 / 35",55,40,"Oppo","35 / 45","55 / 55","45 / 45","40 / 45","2B/3B/SS",0.51,"40","sa3022896"
"Lisbel Diaz","RF","SFG",,23,"19.6444444","20 / 40",35,45,"Pull","20 / 45","45 / 55","50 / 50","30 / 50","LF/RF",0.33,"35+","sa3022399"
"Robert Moore","SS","PHI",,23,"22.9472222","30 / 40",50,45,"Poles/Pull","30 / 34","40 / 40","60 / 60","45 / 45","2B/SS",0.27,"35+","sa3019928"
"Angel Bastardo","SP","TOR",,0,"22.7305555","",,,,"","","","",,,"40+","sa3009716"
"Zac Leigh","SIRP","CHC",,24,"27.325","",,,,"","","","",,,"40","sa3017873"
"Caden Grice","SP","ARI",,24,"22.7388888","",,,,"","","","",,,"40","sa3023166"
"Jared Johnson","SIRP","ATH",,24,"23.9888888","",,,,"","","","",,,"40","sa3011626"
"Najer Victor","SIRP","LAA",,24,"23.2861111","",,,,"","","","",,,"40","sa3025330"
"Sabier Marte","SP","NYY",,24,"21.0861111","",,,,"","","","",,,"40","sa3019431"
"Owen Wild","SP","TBR",,24,"22.6138888","",,,,"","","","",,,"40","sa3023278"
"Royber Salinas","MIRP","ATL",,24,"23.9194444","",,,,"","","","",,,"40","sa3009243"
"Bradley Blalock","MIRP","COL",,24,"24.2111111","",,,,"","","","",,,"40","26419"
"Roberto Campos","RF","DET",,24,"21.7416666","30 / 45",45,45,"Pull","35 / 50","50 / 55","50 / 50","35 / 55","LF/RF",0.38,"40","sa3014683"
"Connor Thomas","MIRP","MIL",,0,"26.7833333","",,,,"","","","",,,"35+","sa3010784"
"Angel Guzman","LF","SFG",,24,"19.3222222","25 / 50",50,50,"GapToGap","20 / 50","40 / 50","50 / 50","30 / 50","LF/RF",0.42,"35+","sa3021268"
"Erick Brito","SS","PHI",,24,"22.7944444","35 / 55",30,60,"InsideOut","20 / 30","30 / 30","50 / 50","40 / 45","2B/3B/SS",0.27,"35+","sa3011753"
"Jacob Steinmetz","SP","ARI",,25,"21.6444444","",,,,"","","","",,,"40","sa3017976"
"Chalniel Arias","SP","NYY",,25,"21.5","",,,,"","","","",,,"40","sa3019370"
"Gregory Barrios","SS","TBR",,25,"20.925","35 / 55",50,60,"Oppo","20 / 30","30 / 35","60 / 60","45 / 60","2B/SS",0.13,"40","sa3015800"
"Carlos D. Rodriguez","CF","ATL",,25,"24.2611111","60 / 60",50,60,"SlashAndDash","30 / 30","35 / 35","50 / 50","50 / 50","OF",0.25,"40","sa3005478"
"Franco Aleman","SIRP","CLE",,0,"24.7083333","",,,,"","","","",,,"40","sa3018178"
"Sean Sullivan","MIRP","COL",,25,"22.6361111","",,,,"","","","",,,"40","sa3023162"
"RJ Petit","SIRP","DET",,25,"25.4666666","",,,,"","","","",,,"40","sa3017848"
"Cristian Hernandez","SS","CHC",,25,"21.2444444","20 / 30",40,20,"Oppo","30 / 40","50 / 60","55 / 55","45 / 60","2B/3B/SS",0.41,"35+","sa3015696"
"Colton Gordon","SP","HOU",,0,"26.225","",,,,"","","","",,,"35+","sa3019426"
"Marques Johnson","SIRP","SFG",,25,"24.6861111","",,,,"","","","",,,"35+","sa3020741"
"Gunnar Hoglund","SP","ATH",,25,"25.2333333","",,,,"","","","",,,"35+","sa3019785"
"Hayden Alvarez","CF","LAA",,25,"17.9777777","20 / 45",60,45,"GapToGap","20 / 40","30 / 50","60 / 60","40 / 50","LF/CF/RF",0.21,"35+","sa3023906"
"Juan Villavicencio","SS","PHI",,25,"20.2972222","30 / 45",45,45,"PoleToPole","30 / 40","30 / 40","55 / 55","40 / 50","2B/3B/SS",0.38,"35+","sa3018494"
"Luis Mey","SIRP","CIN",,0,"23.7138888","",,,,"","","","",,,"40+","sa3010130"
"Christian Cerda","C","ARI",,26,"22.2055555","30 / 40",60,40,"GapToGap","30 / 40","40 / 50","30 / 30","40 / 55",,0.32,"40","sa3015623"
"Juan Matheus","SS","NYY",,26,"20.8666666","35 / 55",50,60,"PoleToPole","30 / 40","35 / 40","55 / 55","40 / 50","2B/3B/SS",0.28,"40","sa3018611"
"Émilien Pitre","2B","TBR",,26,"22.4361111","35 / 55",55,55,"Oppo","30 / 40","40 / 45","50 / 50","45 / 60",,0.35,"40","sa3025391"
"Rolddy Munoz","SIRP","ATL",,26,"24.9083333","",,,,"","","","",,,"40","sa3011575"
"Jack Mahoney","SP","COL",,26,"23.5777777","",,,,"","","","",,,"40","sa3023157"
"Michael Massey","SIRP","DET",,26,"21.9333333","",,,,"","","","",,,"40","sa3037259"
"Fernando Cruz","SS","CHC",,26,"18.3277777","20 / 40",45,40,"GapToGap","20 / 45","40 / 55","60 / 60","45 / 60",,0.32,"35+","sa3024303"
"Jacob Bresnahan","SIRP","SFG",,26,"19.7055555","",,,,"","","","",,,"35+","sa3023066"
"Colby Thomas","LF","ATH",,26,"24.125","20 / 30",30,30,"Pull","45 / 50","55 / 55","50 / 50","50 / 50","LF",0.4,"35+","sa3020713"
"Trey Gregory-Alford","SIRP","LAA",,26,"20.8472222","",,,,"","","","",,,"35+",
"Juan Amarante","SIRP","PHI",,26,"20.9083333","",,,,"","","","",,,"35+","sa3019048"
"Brady Smith","SP","LAD",,0,"20.1222222","",,,,"","","","",,,"40+",
"Cristofer Torin","2B","ARI",,27,"19.7916666","25 / 60",55,70,"Pull","20 / 30","20 / 30","40 / 40","30 / 50","2B/3B",0.2,"40","sa3018938"
"Mani Cedeno","SS","NYY",,27,"16.575","20 / 50",,50,,"20 / 40","30 / 40","50 / 50","45 / 55",,,"40",
"Kameron Misner","CF","TBR",,27,"27.175","30 / 30",55,40,,"45 / 50","60 / 60","55 / 55","50 / 50",,,"40","26374"
"Jhancarlos  Lara","SIRP","ATL",,27,"22.1555555","",,,,"","","","",,,"40","sa3019367"
"Julio Carreras","SS","COL",,27,"25.1638888","30 / 30",40,30,"Oppo","20 / 30","40 / 40","60 / 60","55 / 60","2B/SS/3B",0.37,"40","sa3005598"
"Eli Lovich","RF","CHC",,27,"19.6083333","20 / 45",50,45,"Oppo","20 / 55","45 / 60","40 / 40","30 / 50",,,"35+",
"Brayan Narvaez","SP","SFG",,27,"20.3916666","",,,,"","","","",,,"35+","sa3022133"
"Henry Bolte","RF","ATH",,27,"21.6027777","20 / 30",40,30,"PoleToPole","30 / 40","55 / 60","80 / 80","40 / 50","LF/RF",0.51,"35+","sa3020006"
"Anyelo Marquez","2B","LAA",,27,"19.2472222","25 / 55",50,55,"Pull","20 / 40","30 / 45","40 / 40","40 / 50",,0.1,"35+","sa3021178"
"Dylan Campbell","RF","PHI",,27,"22.6916666","30 / 50",45,55,"GapToGap","30 / 45","45 / 45","50 / 50","35 / 60","LF/RF",0.31,"35+","sa3022751"
"Franyerber Montilla","SS","DET",,27,"19.9055555","30 / 45",60,45,"Pull","30 / 40","40 / 45","55 / 55","40 / 50","2B/SS",0.35,"35+","sa3018580"
"Alberto Barriga","C","ARI",,28,"20.3222222","35 / 55",60,60,"Pull","20 / 30","30 / 40","55 / 55","45 / 60","C/2B",0.32,"40","sa3018595"
"Yoendrys Gómez","MIRP","NYY",,28,"25.4055555","",,,,"","","","",,,"40","22872"
"Will Simpson","1B","TBR",,28,"23.5361111","35 / 45",40,40,"PoleToPole","40 / 50","55 / 60","30 / 30","45 / 50",,0.53,"40","sa3022530"
"Christian Cairo","SS","ATL",,28,"23.75","40 / 50",60,55,"GapToGap","20 / 30","30 / 30","50 / 50","60 / 60","2B/3B/SS",0.27,"40","sa3010028"
"Yeiker Reyes","CF","COL",,28,"19.4","20 / 55",70,50,"SlashAndDash","20 / 30","20 / 30","55 / 60","40 / 55","OF",0.15,"40","sa3021126"
"Ty Southisene","SS","CHC",,28,"19.675","20 / 40",50,55,"Oppo","20 / 35","35 / 40","60 / 60","35 / 50","2B/SS",,"35+",
"Andry Lara","SP","WSN",,0,"22.1805555","",,,,"","","","",,,"35+","sa3014716"
"Hunter Dryden","SIRP","SFG",,28,"22.7527777","",,,,"","","","",,,"35+",
"Darwin Ozuna","RF","ATH",,28,"16.9638888","20 / 30",,30,,"20 / 45","40 / 60","60 / 60","30 / 50",,,"35+",
"Yeferson Vargas","SIRP","LAA",,28,"20.6027777","",,,,"","","","",,,"35+","sa3021044"
"John Spikerman","CF","PHI",,28,"21.9416666","30 / 40",50,40,"Gaps/Oppo","30 / 40","40 / 40","60 / 60","45 / 55","OF",0.19,"35+","sa3025197"
"Luis Curvelo","SIRP","TEX",,0,"24.3888888","",,,,"","","","",,,"35+","sa3008169"
"Enrique Jimenez","C","DET",,28,"19.3555555","20 / 40",50,40,"GapToGap","20 / 40","40 / 45","30 / 30","40 / 50",,0.42,"35+","sa3021091"
"Listher Sosa","SIRP","ARI",,29,"23.5138888","",,,,"","","","",,,"40","sa3009725"
"Michael Arias","MIRP","NYY",,29,"23.3222222","",,,,"","","","",,,"40","sa3017036"
"Jake Mangum","CF","TBR",,29,"29.0083333","50 / 60",20,70,"Oppo","30 / 30","40 / 40","55 / 55","45 / 45","OF",0.39,"40","sa3011255"
